id,transactions
822,"[{'order_id': 4352, 'purchase_value': 49.09, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4353, 'purchase_value': 14.83, 'discount_value': 0.0, 'applies_discount': False}]"
823,"[{'order_id': 4354, 'purchase_value': 73.71, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4355, 'purchase_value': 197.17, 'discount_value': 19.72, 'applies_discount': True}, {'order_id': 4356, 'purchase_value': 62.25, 'discount_value': 6.23, 'applies_discount': True}, {'order_id': 4357, 'purchase_value': 111.68, 'discount_value': 11.17, 'applies_discount': True}, {'order_id': 4358, 'purchase_value': 24.57, 'discount_value': 2.46, 'applies_discount': True}, {'order_id': 4359, 'purchase_value': 126.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4360, 'purchase_value': 22.58, 'discount_value': 2.26, 'applies_discount': True}, {'order_id': 4361, 'purchase_value': 89.76, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4362, 'purchase_value': 66.93, 'discount_value': 6.69, 'applies_discount': True}]"
824,"[{'order_id': 4363, 'purchase_value': 14.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4364, 'purchase_value': 94.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4365, 'purchase_value': 72.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4366, 'purchase_value': 167.2, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4367, 'purchase_value': 171.65, 'discount_value': 17.17, 'applies_discount': True}, {'order_id': 4368, 'purchase_value': 84.6, 'discount_value': 0.0, 'applies_discount': False}]"
825,"[{'order_id': 4369, 'purchase_value': 156.83, 'discount_value': 15.68, 'applies_discount': True}, {'order_id': 4370, 'purchase_value': 190.68, 'discount_value': 19.07, 'applies_discount': True}, {'order_id': 4371, 'purchase_value': 112.84, 'discount_value': 11.28, 'applies_discount': True}, {'order_id': 4372, 'purchase_value': 70.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4373, 'purchase_value': 113.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4374, 'purchase_value': 195.91, 'discount_value': 0.0, 'applies_discount': False}]"
826,"[{'order_id': 4375, 'purchase_value': 43.57, 'discount_value': 4.36, 'applies_discount': True}, {'order_id': 4376, 'purchase_value': 46.11, 'discount_value': 4.61, 'applies_discount': True}, {'order_id': 4377, 'purchase_value': 28.58, 'discount_value': 2.86, 'applies_discount': True}]"
827,"[{'order_id': 4378, 'purchase_value': 123.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4379, 'purchase_value': 106.24, 'discount_value': 10.62, 'applies_discount': True}, {'order_id': 4380, 'purchase_value': 100.7, 'discount_value': 0.0, 'applies_discount': False}]"
828,"[{'order_id': 4381, 'purchase_value': 169.68, 'discount_value': 16.97, 'applies_discount': True}, {'order_id': 4382, 'purchase_value': 168.37, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4383, 'purchase_value': 28.07, 'discount_value': 2.81, 'applies_discount': True}, {'order_id': 4384, 'purchase_value': 132.09, 'discount_value': 13.21, 'applies_discount': True}, {'order_id': 4385, 'purchase_value': 87.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4386, 'purchase_value': 95.61, 'discount_value': 9.56, 'applies_discount': True}]"
829,"[{'order_id': 4387, 'purchase_value': 83.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4388, 'purchase_value': 125.86, 'discount_value': 12.59, 'applies_discount': True}, {'order_id': 4389, 'purchase_value': 84.83, 'discount_value': 8.48, 'applies_discount': True}, {'order_id': 4390, 'purchase_value': 75.56, 'discount_value': 7.56, 'applies_discount': True}, {'order_id': 4391, 'purchase_value': 112.37, 'discount_value': 11.24, 'applies_discount': True}, {'order_id': 4392, 'purchase_value': 199.71, 'discount_value': 19.97, 'applies_discount': True}, {'order_id': 4393, 'purchase_value': 55.93, 'discount_value': 5.59, 'applies_discount': True}, {'order_id': 4394, 'purchase_value': 22.71, 'discount_value': 2.27, 'applies_discount': True}]"
830,"[{'order_id': 4395, 'purchase_value': 159.36, 'discount_value': 15.94, 'applies_discount': True}, {'order_id': 4396, 'purchase_value': 177.17, 'discount_value': 0.0, 'applies_discount': False}]"
831,"[{'order_id': 4397, 'purchase_value': 56.2, 'discount_value': 5.62, 'applies_discount': True}, {'order_id': 4398, 'purchase_value': 116.23, 'discount_value': 11.62, 'applies_discount': True}, {'order_id': 4399, 'purchase_value': 114.06, 'discount_value': 11.41, 'applies_discount': True}, {'order_id': 4400, 'purchase_value': 35.7, 'discount_value': 3.57, 'applies_discount': True}, {'order_id': 4401, 'purchase_value': 47.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4402, 'purchase_value': 54.35, 'discount_value': 5.44, 'applies_discount': True}]"
832,"[{'order_id': 4403, 'purchase_value': 36.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4404, 'purchase_value': 137.59, 'discount_value': 13.76, 'applies_discount': True}, {'order_id': 4405, 'purchase_value': 153.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4406, 'purchase_value': 100.88, 'discount_value': 10.09, 'applies_discount': True}, {'order_id': 4407, 'purchase_value': 105.02, 'discount_value': 0.0, 'applies_discount': False}]"
833,"[{'order_id': 4408, 'purchase_value': 75.74, 'discount_value': 7.57, 'applies_discount': True}, {'order_id': 4409, 'purchase_value': 122.44, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4410, 'purchase_value': 18.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4411, 'purchase_value': 78.09, 'discount_value': 7.81, 'applies_discount': True}, {'order_id': 4412, 'purchase_value': 46.45, 'discount_value': 4.65, 'applies_discount': True}, {'order_id': 4413, 'purchase_value': 178.65, 'discount_value': 17.87, 'applies_discount': True}, {'order_id': 4414, 'purchase_value': 66.67, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4415, 'purchase_value': 155.48, 'discount_value': 15.55, 'applies_discount': True}, {'order_id': 4416, 'purchase_value': 99.48, 'discount_value': 9.95, 'applies_discount': True}]"
834,"[{'order_id': 4417, 'purchase_value': 64.22, 'discount_value': 0.0, 'applies_discount': False}]"
835,"[{'order_id': 4418, 'purchase_value': 38.09, 'discount_value': 3.81, 'applies_discount': True}]"
836,"[{'order_id': 4419, 'purchase_value': 63.63, 'discount_value': 6.36, 'applies_discount': True}, {'order_id': 4420, 'purchase_value': 67.52, 'discount_value': 6.75, 'applies_discount': True}, {'order_id': 4421, 'purchase_value': 21.93, 'discount_value': 2.19, 'applies_discount': True}, {'order_id': 4422, 'purchase_value': 69.09, 'discount_value': 6.91, 'applies_discount': True}]"
837,"[{'order_id': 4423, 'purchase_value': 85.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4424, 'purchase_value': 136.43, 'discount_value': 13.64, 'applies_discount': True}]"
838,"[{'order_id': 4425, 'purchase_value': 154.31, 'discount_value': 15.43, 'applies_discount': True}, {'order_id': 4426, 'purchase_value': 65.04, 'discount_value': 6.5, 'applies_discount': True}, {'order_id': 4427, 'purchase_value': 74.14, 'discount_value': 7.41, 'applies_discount': True}, {'order_id': 4428, 'purchase_value': 25.36, 'discount_value': 2.54, 'applies_discount': True}]"
839,"[{'order_id': 4429, 'purchase_value': 52.45, 'discount_value': 5.25, 'applies_discount': True}, {'order_id': 4430, 'purchase_value': 70.46, 'discount_value': 7.05, 'applies_discount': True}, {'order_id': 4431, 'purchase_value': 90.77, 'discount_value': 9.08, 'applies_discount': True}, {'order_id': 4432, 'purchase_value': 46.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4433, 'purchase_value': 134.81, 'discount_value': 0.0, 'applies_discount': False}]"
840,"[{'order_id': 4434, 'purchase_value': 158.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4435, 'purchase_value': 149.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4436, 'purchase_value': 18.59, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4437, 'purchase_value': 184.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4438, 'purchase_value': 183.28, 'discount_value': 18.33, 'applies_discount': True}, {'order_id': 4439, 'purchase_value': 199.09, 'discount_value': 19.91, 'applies_discount': True}, {'order_id': 4440, 'purchase_value': 65.49, 'discount_value': 6.55, 'applies_discount': True}, {'order_id': 4441, 'purchase_value': 82.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4442, 'purchase_value': 40.07, 'discount_value': 0.0, 'applies_discount': False}]"
841,"[{'order_id': 4443, 'purchase_value': 141.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4444, 'purchase_value': 157.96, 'discount_value': 0.0, 'applies_discount': False}]"
842,"[{'order_id': 4445, 'purchase_value': 15.73, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4446, 'purchase_value': 74.96, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4447, 'purchase_value': 82.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4448, 'purchase_value': 52.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4449, 'purchase_value': 130.56, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4450, 'purchase_value': 171.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4451, 'purchase_value': 92.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4452, 'purchase_value': 69.78, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4453, 'purchase_value': 132.91, 'discount_value': 13.29, 'applies_discount': True}]"
843,"[{'order_id': 4454, 'purchase_value': 11.09, 'discount_value': 0.0, 'applies_discount': False}]"
844,"[{'order_id': 4455, 'purchase_value': 103.52, 'discount_value': 10.35, 'applies_discount': True}, {'order_id': 4456, 'purchase_value': 17.93, 'discount_value': 1.79, 'applies_discount': True}]"
845,"[{'order_id': 4457, 'purchase_value': 22.76, 'discount_value': 2.28, 'applies_discount': True}, {'order_id': 4458, 'purchase_value': 11.56, 'discount_value': 1.16, 'applies_discount': True}, {'order_id': 4459, 'purchase_value': 110.13, 'discount_value': 11.01, 'applies_discount': True}, {'order_id': 4460, 'purchase_value': 23.01, 'discount_value': 2.3, 'applies_discount': True}, {'order_id': 4461, 'purchase_value': 84.0, 'discount_value': 8.4, 'applies_discount': True}, {'order_id': 4462, 'purchase_value': 51.57, 'discount_value': 5.16, 'applies_discount': True}, {'order_id': 4463, 'purchase_value': 27.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4464, 'purchase_value': 38.82, 'discount_value': 3.88, 'applies_discount': True}, {'order_id': 4465, 'purchase_value': 102.27, 'discount_value': 10.23, 'applies_discount': True}]"
846,"[{'order_id': 4466, 'purchase_value': 194.19, 'discount_value': 19.42, 'applies_discount': True}, {'order_id': 4467, 'purchase_value': 177.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4468, 'purchase_value': 140.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4469, 'purchase_value': 65.69, 'discount_value': 6.57, 'applies_discount': True}, {'order_id': 4470, 'purchase_value': 185.82, 'discount_value': 18.58, 'applies_discount': True}, {'order_id': 4471, 'purchase_value': 168.54, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4472, 'purchase_value': 69.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4473, 'purchase_value': 64.49, 'discount_value': 6.45, 'applies_discount': True}]"
847,"[{'order_id': 4474, 'purchase_value': 31.51, 'discount_value': 3.15, 'applies_discount': True}, {'order_id': 4475, 'purchase_value': 103.82, 'discount_value': 10.38, 'applies_discount': True}, {'order_id': 4476, 'purchase_value': 182.4, 'discount_value': 18.24, 'applies_discount': True}]"
848,"[{'order_id': 4477, 'purchase_value': 79.74, 'discount_value': 7.97, 'applies_discount': True}, {'order_id': 4478, 'purchase_value': 179.35, 'discount_value': 17.93, 'applies_discount': True}, {'order_id': 4479, 'purchase_value': 83.12, 'discount_value': 8.31, 'applies_discount': True}, {'order_id': 4480, 'purchase_value': 73.89, 'discount_value': 7.39, 'applies_discount': True}]"
849,"[{'order_id': 4481, 'purchase_value': 123.31, 'discount_value': 12.33, 'applies_discount': True}, {'order_id': 4482, 'purchase_value': 186.93, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4483, 'purchase_value': 73.18, 'discount_value': 7.32, 'applies_discount': True}]"
850,"[{'order_id': 4484, 'purchase_value': 59.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4485, 'purchase_value': 147.88, 'discount_value': 14.79, 'applies_discount': True}, {'order_id': 4486, 'purchase_value': 127.19, 'discount_value': 12.72, 'applies_discount': True}, {'order_id': 4487, 'purchase_value': 46.77, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4488, 'purchase_value': 155.03, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4489, 'purchase_value': 68.6, 'discount_value': 0.0, 'applies_discount': False}]"
851,"[{'order_id': 4490, 'purchase_value': 54.54, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4491, 'purchase_value': 80.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4492, 'purchase_value': 100.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4493, 'purchase_value': 50.74, 'discount_value': 0.0, 'applies_discount': False}]"
852,"[{'order_id': 4494, 'purchase_value': 102.86, 'discount_value': 10.29, 'applies_discount': True}, {'order_id': 4495, 'purchase_value': 122.54, 'discount_value': 12.25, 'applies_discount': True}, {'order_id': 4496, 'purchase_value': 108.88, 'discount_value': 10.89, 'applies_discount': True}, {'order_id': 4497, 'purchase_value': 131.28, 'discount_value': 13.13, 'applies_discount': True}, {'order_id': 4498, 'purchase_value': 48.13, 'discount_value': 4.81, 'applies_discount': True}, {'order_id': 4499, 'purchase_value': 165.56, 'discount_value': 0.0, 'applies_discount': False}]"
853,"[{'order_id': 4500, 'purchase_value': 63.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4501, 'purchase_value': 19.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4502, 'purchase_value': 108.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4503, 'purchase_value': 126.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4504, 'purchase_value': 112.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4505, 'purchase_value': 61.22, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4506, 'purchase_value': 39.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4507, 'purchase_value': 79.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4508, 'purchase_value': 151.06, 'discount_value': 15.11, 'applies_discount': True}, {'order_id': 4509, 'purchase_value': 45.32, 'discount_value': 0.0, 'applies_discount': False}]"
854,"[{'order_id': 4510, 'purchase_value': 32.03, 'discount_value': 3.2, 'applies_discount': True}, {'order_id': 4511, 'purchase_value': 191.79, 'discount_value': 19.18, 'applies_discount': True}, {'order_id': 4512, 'purchase_value': 21.67, 'discount_value': 2.17, 'applies_discount': True}]"
855,"[{'order_id': 4513, 'purchase_value': 122.46, 'discount_value': 12.25, 'applies_discount': True}, {'order_id': 4514, 'purchase_value': 155.62, 'discount_value': 0.0, 'applies_discount': False}]"
856,"[{'order_id': 4515, 'purchase_value': 54.78, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4516, 'purchase_value': 132.12, 'discount_value': 13.21, 'applies_discount': True}, {'order_id': 4517, 'purchase_value': 36.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4518, 'purchase_value': 123.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4519, 'purchase_value': 192.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4520, 'purchase_value': 192.76, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4521, 'purchase_value': 111.22, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4522, 'purchase_value': 26.02, 'discount_value': 2.6, 'applies_discount': True}, {'order_id': 4523, 'purchase_value': 175.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4524, 'purchase_value': 190.52, 'discount_value': 0.0, 'applies_discount': False}]"
857,"[{'order_id': 4525, 'purchase_value': 190.27, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4526, 'purchase_value': 70.74, 'discount_value': 7.07, 'applies_discount': True}]"
858,"[{'order_id': 4527, 'purchase_value': 115.73, 'discount_value': 11.57, 'applies_discount': True}, {'order_id': 4528, 'purchase_value': 185.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4529, 'purchase_value': 34.95, 'discount_value': 3.5, 'applies_discount': True}, {'order_id': 4530, 'purchase_value': 130.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4531, 'purchase_value': 136.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4532, 'purchase_value': 35.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4533, 'purchase_value': 94.4, 'discount_value': 0.0, 'applies_discount': False}]"
859,"[{'order_id': 4534, 'purchase_value': 140.09, 'discount_value': 14.01, 'applies_discount': True}]"
860,"[{'order_id': 4535, 'purchase_value': 119.91, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4536, 'purchase_value': 167.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4537, 'purchase_value': 58.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4538, 'purchase_value': 184.79, 'discount_value': 18.48, 'applies_discount': True}, {'order_id': 4539, 'purchase_value': 192.65, 'discount_value': 19.27, 'applies_discount': True}]"
861,"[{'order_id': 4540, 'purchase_value': 193.92, 'discount_value': 19.39, 'applies_discount': True}, {'order_id': 4541, 'purchase_value': 75.32, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4542, 'purchase_value': 196.03, 'discount_value': 19.6, 'applies_discount': True}, {'order_id': 4543, 'purchase_value': 142.91, 'discount_value': 0.0, 'applies_discount': False}]"
862,"[{'order_id': 4544, 'purchase_value': 186.21, 'discount_value': 18.62, 'applies_discount': True}, {'order_id': 4545, 'purchase_value': 98.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4546, 'purchase_value': 167.87, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4547, 'purchase_value': 104.5, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4548, 'purchase_value': 14.22, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4549, 'purchase_value': 34.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4550, 'purchase_value': 121.5, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4551, 'purchase_value': 54.14, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4552, 'purchase_value': 25.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4553, 'purchase_value': 35.76, 'discount_value': 0.0, 'applies_discount': False}]"
863,"[{'order_id': 4554, 'purchase_value': 131.96, 'discount_value': 13.2, 'applies_discount': True}, {'order_id': 4555, 'purchase_value': 68.97, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4556, 'purchase_value': 51.54, 'discount_value': 5.15, 'applies_discount': True}, {'order_id': 4557, 'purchase_value': 98.39, 'discount_value': 9.84, 'applies_discount': True}]"
864,"[{'order_id': 4558, 'purchase_value': 176.34, 'discount_value': 17.63, 'applies_discount': True}, {'order_id': 4559, 'purchase_value': 191.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4560, 'purchase_value': 80.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4561, 'purchase_value': 75.72, 'discount_value': 7.57, 'applies_discount': True}, {'order_id': 4562, 'purchase_value': 94.01, 'discount_value': 9.4, 'applies_discount': True}]"
865,"[{'order_id': 4563, 'purchase_value': 176.06, 'discount_value': 17.61, 'applies_discount': True}, {'order_id': 4564, 'purchase_value': 159.63, 'discount_value': 15.96, 'applies_discount': True}, {'order_id': 4565, 'purchase_value': 24.27, 'discount_value': 2.43, 'applies_discount': True}, {'order_id': 4566, 'purchase_value': 55.39, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4567, 'purchase_value': 159.94, 'discount_value': 0.0, 'applies_discount': False}]"
866,"[{'order_id': 4568, 'purchase_value': 36.37, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4569, 'purchase_value': 108.34, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4570, 'purchase_value': 37.89, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4571, 'purchase_value': 21.66, 'discount_value': 2.17, 'applies_discount': True}, {'order_id': 4572, 'purchase_value': 128.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4573, 'purchase_value': 40.15, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4574, 'purchase_value': 114.64, 'discount_value': 0.0, 'applies_discount': False}]"
867,"[{'order_id': 4575, 'purchase_value': 39.29, 'discount_value': 3.93, 'applies_discount': True}, {'order_id': 4576, 'purchase_value': 90.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4577, 'purchase_value': 23.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4578, 'purchase_value': 153.69, 'discount_value': 15.37, 'applies_discount': True}, {'order_id': 4579, 'purchase_value': 52.16, 'discount_value': 5.22, 'applies_discount': True}]"
868,"[{'order_id': 4580, 'purchase_value': 75.37, 'discount_value': 7.54, 'applies_discount': True}, {'order_id': 4581, 'purchase_value': 28.23, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4582, 'purchase_value': 80.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4583, 'purchase_value': 189.7, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4584, 'purchase_value': 195.21, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4585, 'purchase_value': 32.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4586, 'purchase_value': 57.18, 'discount_value': 0.0, 'applies_discount': False}]"
869,"[{'order_id': 4587, 'purchase_value': 147.12, 'discount_value': 14.71, 'applies_discount': True}, {'order_id': 4588, 'purchase_value': 112.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4589, 'purchase_value': 111.58, 'discount_value': 0.0, 'applies_discount': False}]"
870,"[{'order_id': 4590, 'purchase_value': 192.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4591, 'purchase_value': 166.2, 'discount_value': 0.0, 'applies_discount': False}]"
871,"[{'order_id': 4592, 'purchase_value': 62.33, 'discount_value': 6.23, 'applies_discount': True}, {'order_id': 4593, 'purchase_value': 165.73, 'discount_value': 16.57, 'applies_discount': True}, {'order_id': 4594, 'purchase_value': 161.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4595, 'purchase_value': 141.73, 'discount_value': 14.17, 'applies_discount': True}, {'order_id': 4596, 'purchase_value': 143.56, 'discount_value': 14.36, 'applies_discount': True}, {'order_id': 4597, 'purchase_value': 93.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4598, 'purchase_value': 191.26, 'discount_value': 19.13, 'applies_discount': True}, {'order_id': 4599, 'purchase_value': 39.02, 'discount_value': 0.0, 'applies_discount': False}]"
872,"[{'order_id': 4600, 'purchase_value': 186.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4601, 'purchase_value': 137.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4602, 'purchase_value': 51.33, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4603, 'purchase_value': 141.55, 'discount_value': 14.16, 'applies_discount': True}, {'order_id': 4604, 'purchase_value': 160.71, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4605, 'purchase_value': 165.13, 'discount_value': 0.0, 'applies_discount': False}]"
873,"[{'order_id': 4606, 'purchase_value': 102.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4607, 'purchase_value': 24.66, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4608, 'purchase_value': 159.55, 'discount_value': 15.96, 'applies_discount': True}, {'order_id': 4609, 'purchase_value': 76.0, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4610, 'purchase_value': 104.22, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4611, 'purchase_value': 48.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4612, 'purchase_value': 40.88, 'discount_value': 4.09, 'applies_discount': True}]"
874,"[{'order_id': 4613, 'purchase_value': 88.24, 'discount_value': 0.0, 'applies_discount': False}]"
875,"[{'order_id': 4614, 'purchase_value': 181.72, 'discount_value': 0.0, 'applies_discount': False}]"
876,"[{'order_id': 4615, 'purchase_value': 26.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4616, 'purchase_value': 140.47, 'discount_value': 14.05, 'applies_discount': True}, {'order_id': 4617, 'purchase_value': 125.45, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4618, 'purchase_value': 50.17, 'discount_value': 5.02, 'applies_discount': True}, {'order_id': 4619, 'purchase_value': 183.85, 'discount_value': 18.39, 'applies_discount': True}, {'order_id': 4620, 'purchase_value': 103.63, 'discount_value': 10.36, 'applies_discount': True}, {'order_id': 4621, 'purchase_value': 22.26, 'discount_value': 2.23, 'applies_discount': True}, {'order_id': 4622, 'purchase_value': 193.59, 'discount_value': 19.36, 'applies_discount': True}, {'order_id': 4623, 'purchase_value': 68.85, 'discount_value': 6.88, 'applies_discount': True}]"
877,"[{'order_id': 4624, 'purchase_value': 86.83, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4625, 'purchase_value': 49.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4626, 'purchase_value': 32.55, 'discount_value': 3.25, 'applies_discount': True}, {'order_id': 4627, 'purchase_value': 152.63, 'discount_value': 15.26, 'applies_discount': True}, {'order_id': 4628, 'purchase_value': 61.32, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4629, 'purchase_value': 115.21, 'discount_value': 11.52, 'applies_discount': True}, {'order_id': 4630, 'purchase_value': 71.31, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4631, 'purchase_value': 84.43, 'discount_value': 8.44, 'applies_discount': True}]"
878,"[{'order_id': 4632, 'purchase_value': 17.05, 'discount_value': 1.71, 'applies_discount': True}, {'order_id': 4633, 'purchase_value': 121.57, 'discount_value': 0.0, 'applies_discount': False}]"
879,"[{'order_id': 4634, 'purchase_value': 117.62, 'discount_value': 11.76, 'applies_discount': True}, {'order_id': 4635, 'purchase_value': 119.24, 'discount_value': 11.92, 'applies_discount': True}, {'order_id': 4636, 'purchase_value': 103.85, 'discount_value': 10.38, 'applies_discount': True}, {'order_id': 4637, 'purchase_value': 197.58, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4638, 'purchase_value': 82.64, 'discount_value': 8.26, 'applies_discount': True}, {'order_id': 4639, 'purchase_value': 137.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4640, 'purchase_value': 186.46, 'discount_value': 18.65, 'applies_discount': True}, {'order_id': 4641, 'purchase_value': 105.49, 'discount_value': 10.55, 'applies_discount': True}, {'order_id': 4642, 'purchase_value': 196.51, 'discount_value': 19.65, 'applies_discount': True}]"
880,"[{'order_id': 4643, 'purchase_value': 74.49, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4644, 'purchase_value': 146.61, 'discount_value': 14.66, 'applies_discount': True}, {'order_id': 4645, 'purchase_value': 46.9, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4646, 'purchase_value': 28.11, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 4647, 'purchase_value': 193.95, 'discount_value': 0.0, 'applies_discount': False}]"
